ct20_id,median_yearbuilt,median_price,median_prslpr,mortgage,median_totrooms,median_bathrooms,median_bedrooms,median_lotsize,median_intersf,median_flip_horizon,median_price_diff,median_price_diff_pch,median_lasqbin,mean_month_horizon,buyer_llc_ind_sum,buyer_bus_ind_sum,buyer_trst_ind_sum,buyer_bnk_ind_sum,buyer_gse_ind_sum,buyer_gov_ind_sum,seller_llc_ind_sum,seller_llp_ind_sum,seller_bus_ind_sum,seller_trst_ind_sum,seller_bnk_ind_sum,seller_gse_ind_sum,seller_gov_ind_sum,flip_ind_sum,buy_side_flip_sum,sell_side_flip_sum,restype_R1F_sum,sum_institutional_investor,sum_large_investor,sum_medium_investor,sum_non_investor,sum_small_investor,sum_non_small_llc_investor,sum_small_llc_investor,count_1-FAM RES,count_2-FAM RES,count_3-FAM RES,count_CONDOMINIUM,count_RES DEV LAND,percent_owners,num_sales_transactions,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhapi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
25009217102,1947,367867,224154,302550,6,2,3,8228,1588,2416,69900,22.22,1550.5,9,44,7,17,5,3,0,32,0,8,36,16,3,3,49,48,49,277,16,11,14,317,20,330,48,277,13,6,44,1,65.3,378,2020,3029,1399,1630,559,1715,755,2487,95,2,127,0,127,17,124,177,772,1342,772,337,190,152,48,27,18,570,483,79,6,2,0,0,0,2017-21,74088,7813,119583,92042,0,0
25009206200,1900,286450,161375,247958.5,11,3,5,4434.5,2520,2012,97057,45.77,2550.5,9,44,15,13,14,10,1,41,0,11,33,29,15,2,72,69,72,127,54,19,25,308,16,367,55,127,121,136,16,0,61.8,422,2020,5879,2967,2912,1866,3655,358,808,633,6,316,0,316,89,143,3884,1240,1684,1240,256,298,321,176,92,97,444,328,79,15,10,4,6,2,2017-21,76434,25643,99873,30460,53302,19082
25021418004,1925,357000,159000,240000,6,2,3,4943,1500,2441,55000,21.67,1550.5,10,81,7,22,6,7,1,46,0,8,86,15,7,1,59,60,59,161,30,23,42,484,44,539,84,161,120,30,199,0,70.9,623,2020,5043,2506,2537,817,3615,611,2392,435,4,1563,0,1563,100,263,286,1147,2155,1147,484,303,226,69,41,24,1008,723,234,37,13,0,1,0,2017-21,75081,16497,109643,24611,70962,19843
25017339400,1910,490000,165950,354700,8,2,3,4100,1843.5,2148,118625,30.625,1850.5,9,34,2,17,1,2,1,16,0,4,41,7,3,8,22,22,22,105,14,9,14,295,10,307,35,105,118,13,94,1,76.6,342,2020,3479,1727,1752,376,2624,479,2537,239,4,311,0,311,45,167,176,619,1512,619,284,163,119,37,13,3,893,505,221,83,57,24,3,0,2017-21,101774,20884,180100,94102,84750,21319
25017331200,1976,395000,181500,332500,6,2,3,11761,1632,1932,88000,27.66,1650.5,10,33,16,42,9,11,0,33,0,17,94,21,13,0,96,93,96,648,35,9,24,616,27,671,40,648,8,2,4,19,67.1,711,2020,5488,2711,2777,1206,3473,809,4727,93,6,279,5,284,37,193,148,1530,1872,1530,538,357,398,168,45,24,342,253,67,15,5,1,0,1,2017-21,143250,14276,152667,17909,79773,39802
25017350108,1910,550000,203750,412250,6,2,3,2100,1268.5,1945,120000,32.405,1250.5,12,39,3,4,1,1,1,79,0,5,29,2,1,3,41,38,41,69,43,11,11,264,13,302,40,69,48,40,158,2,64.9,342,2020,4174,1963,2211,815,2981,378,1833,603,3,362,0,362,83,303,987,850,1674,850,335,240,178,72,12,13,824,439,262,75,38,8,2,0,2017-21,64750,13222,105729,62662,63385,13035
25017373902,1970,826875,375000,304125,6,3,3,87120,2130,2136,190000,38.35,2150.5,13,67,3,64,1,0,0,64,0,8,158,3,0,6,83,87,83,316,8,15,31,681,21,688,68,316,4,1,418,4,67.5,756,2020,3876,1829,2047,799,1999,1078,2566,90,3,868,0,868,18,142,189,1075,1589,1075,493,242,243,61,33,3,514,440,57,7,7,3,0,0,2017-21,162555,16396,175968,43897,0,0
25025091600,1905,355950,195000,243775,5,2,3,1982,1344.5,2336,74000,33.43,1350.5,11,74,4,7,5,4,0,46,0,15,21,20,6,3,39,40,39,32,34,13,23,222,22,235,79,32,18,85,141,1,64.3,314,2020,3200,1618,1582,698,2106,396,462,684,13,927,0,927,128,347,639,666,1162,666,216,166,142,87,38,17,496,354,85,32,16,8,1,0,2017-21,71111,24207,84297,17491,63045,31313
25021422402,1933,340000,192500,287760.5,6,2,3,7750,1409,2205,61000,21.27,1450.5,9,30,11,19,9,10,0,33,0,11,71,27,10,1,65,63,65,461,33,7,20,487,19,529,37,461,46,4,33,2,62.2,566,2020,3889,1880,2009,613,2450,826,3195,83,6,186,0,186,61,185,173,969,1678,969,381,276,203,69,25,15,709,595,98,10,3,3,0,0,2017-21,105796,35813,106704,37122,0,0
25017341800,1950,333959,185000,240000,6,3,3,3999,1473,2321,69000,24.715,1450.5,9,64,6,9,16,9,3,44,0,15,56,47,13,17,70,71,70,200,46,18,17,559,44,606,78,200,152,34,248,0,62,684,2020,7075,3415,3660,1521,4608,946,2500,1504,5,1386,0,1386,233,494,953,1725,2642,1725,622,474,380,156,67,26,917,700,159,35,12,9,2,0,2017-21,49263,4465,81136,33102,46875,11443
25017382601,1987,225500,188000,132000,5,1,2,0,810,2686,24000,11.11,850.5,11,46,9,50,6,2,1,37,0,11,79,16,2,2,99,102,99,139,36,32,78,896,71,1063,50,139,11,0,934,15,66.8,1113,2020,4794,2337,2457,892,3372,530,2576,153,21,1420,0,1420,111,193,320,1179,2266,1179,541,314,219,61,27,17,1087,877,190,14,2,2,2,0,2017-21,105709,16448,111250,50809,101724,16569
25025170400,1949,332000,160000,252500,6,2,3,3929,1936,1936,73500,29.73,1950.5,9,63,10,28,18,9,0,59,0,9,69,40,9,4,90,96,90,233,52,25,24,476,28,531,74,233,180,30,86,2,64,605,2020,5761,2827,2934,1319,3626,816,2574,290,15,215,1,216,163,316,2187,1357,2104,1357,451,282,304,180,87,53,747,605,109,20,8,2,2,1,2017-21,75787,14563,100214,31500,30625,11862
25009221500,1900,3e+05,149000,197600,0,2,3,2664,1600,2337,35000,15.785,1650.5,12,83,12,26,7,7,0,50,0,15,65,20,8,1,40,42,40,55,17,13,12,359,26,338,89,55,76,36,118,4,68.4,427,2020,3117,1435,1682,473,1906,738,2482,43,10,71,0,71,60,141,310,671,1627,671,356,139,92,44,23,17,956,806,135,9,4,1,1,0,2017-21,66875,17669,115000,28178,26842,12929
25021413100,1955,415000,225997.5,336892.5,6,2,3,10367.5,1495,2377,72901,19.69,1450.5,11,55,12,29,5,10,0,48,0,18,129,18,11,2,54,57,54,674,27,15,20,729,31,764,58,674,28,5,44,8,73.6,822,2020,6494,3120,3374,1251,3937,1306,5059,415,11,329,0,329,62,245,373,1741,2652,1741,730,445,345,143,56,22,911,761,134,7,9,0,0,0,2017-21,104760,27408,161711,55285,52725,11251
25009204101,1915,3e+05,205000,232900,6,2,3,5001,1479,1989,42500,16.7,1450.5,12,52,4,23,9,5,1,64,0,8,68,26,10,5,76,76,76,207,32,15,29,653,39,709,59,207,101,51,359,0,62,768,2020,4664,2107,2557,764,3338,562,3255,219,3,123,0,123,23,211,830,988,1878,988,434,237,224,60,22,11,890,622,190,55,17,5,0,1,2017-21,83333,16282,95066,22243,69531,41024
25009210401,1960,350000,175000,282450,6,2,3,6800,1460,1826.5,72100,23.72,1450.5,8,24,0,9,2,2,0,12,0,8,36,7,5,1,33,33,33,209,8,4,3,275,17,281,26,209,3,2,68,0,67.8,307,2020,3235,1553,1682,688,1911,636,2128,316,3,72,0,72,95,207,414,827,1324,827,329,195,175,71,37,20,497,405,75,12,4,1,0,0,2017-21,54122,16378,74766,28579,49846,15630
25021417703,1964,450000,175000,215750,5,2,2,2371,1434,2304,82000,27.66,1450.5,10,60,1,6,1,1,4,51,0,9,37,2,1,2,13,13,13,25,10,2,5,214,19,189,61,25,25,10,104,5,70.8,250,2020,3004,1382,1622,229,1812,963,1669,227,5,773,0,773,32,93,205,498,1679,498,292,96,58,25,20,7,1181,1015,138,19,4,3,2,0,2017-21,41717,12873,96250,32320,37813,16816
25017351300,1900,623250,279950,417000,6,2,3,2168.5,1659,2250,140100,38.89,1650.5,10,49,6,17,2,0,0,29,0,12,50,6,0,1,36,35,36,54,15,9,15,358,9,356,50,54,87,30,186,0,70.4,406,2020,4406,2152,2254,572,3216,618,2897,237,4,375,0,375,99,321,473,789,2073,789,343,213,165,48,12,8,1284,814,313,91,55,5,4,2,2017-21,101975,17045,196576,44137,77875,21857
25025050400,1900,473000,172000,336250,5,2,2,1100,1407,2318,156750,60.77,1450.5,15,62,3,16,2,0,0,24,0,7,28,5,0,0,22,21,22,31,4,6,7,184,27,164,64,31,17,51,80,5,61.8,228,2020,2372,1218,1154,351,1786,235,1090,41,2,119,1,120,60,90,969,473,1033,473,171,122,91,42,26,21,560,321,161,50,19,8,1,0,2017-21,86118,24487,0,0,67250,34194
25017342401,1910,350000,122100,264000,8,2,3,2997,1814,2196.5,99500,40.235,1850.5,11,34,3,12,6,5,0,16,0,4,33,17,6,13,23,26,23,62,15,12,11,288,21,308,39,62,91,37,107,0,70.6,347,2020,4604,2286,2318,1004,3049,551,1470,606,5,350,3,353,395,484,1291,1075,1719,1075,338,282,253,107,61,34,644,520,81,23,17,2,0,1,2017-21,54375,39755,93020,1406,41161,23245
25017351001,1900,630000,260000,404000,6,2,3,0,1440,2093,152050,31.05,1450.5,9,55,6,17,0,0,0,57,0,2,33,2,1,0,41,38,41,27,13,18,9,381,20,386,55,27,72,64,239,0,67.3,441,2020,4083,1993,2090,245,3546,292,2914,74,5,602,3,605,23,177,285,580,1836,580,336,145,70,17,10,2,1256,513,402,239,89,13,0,0,2017-21,125481,27939,151969,23470,110735,23863
25025082000,1900,334500,132000,270000,9,2,5,4369,2730,1397.5,108750,42.34,2850.5,10,53,4,9,4,3,0,32,0,2,13,18,5,5,34,32,34,35,37,9,14,140,15,161,54,35,59,30,47,4,65.6,215,2020,3195,1477,1718,760,2010,425,129,1882,8,32,1,33,73,240,830,734,1253,734,289,217,90,83,40,15,519,423,63,19,10,2,0,2,2017-21,69041,27243,122895,23066,32336,14521
25021417801,1923,325000,157149.5,261000,6,2,3,4914,1329,1954,74000,27.305,1350.5,11,49,8,24,10,12,2,55,0,14,84,35,19,6,107,107,107,847,49,20,26,834,49,922,56,847,40,0,43,8,67.1,978,2020,5518,2701,2817,997,3495,1026,4496,201,16,374,0,374,54,157,220,1418,2320,1418,628,314,314,117,33,12,902,697,175,20,5,4,0,1,2017-21,98005,19958,102356,11117,77534,8749
25009204400,1880,345500,225000,250000,6,2,3,3372,1414,1936,45100,17.01,1450.5,10,40,6,35,5,10,2,62,0,8,69,15,8,6,89,88,89,214,27,8,25,803,32,851,44,214,97,28,491,0,58.9,895,2020,3489,1578,1911,393,2405,691,3007,35,3,47,0,47,24,124,249,839,1854,839,462,191,136,37,11,2,1015,813,170,28,3,0,1,0,2017-21,75893,14342,109808,17088,32837,29961
25021423101,1954,7e+05,345000,465750,7,3,3,20105,2588,1972,145000,22.73,2650.5,13,42,8,43,3,2,0,42,0,12,83,8,3,2,67,74,67,458,15,7,16,539,44,579,42,458,13,2,75,28,63.4,621,2020,3849,1903,1946,1044,2125,680,3574,11,6,42,0,42,16,137,63,1047,1411,1047,352,236,283,141,28,7,364,318,33,6,1,6,0,0,2017-21,143173,47338,220560,74810,27612,13502
25025120301,1905,490000,286000,354215,5,1,2,1200,1178.5,2332,113000,30.61,1200.5,15,76,3,16,2,3,0,51,0,5,30,11,7,1,35,40,35,59,15,9,20,517,25,510,76,59,32,47,387,3,64,586,2020,5120,2437,2683,783,3754,583,2274,637,3,296,0,296,50,270,1590,1019,1975,1019,416,297,185,73,32,16,956,503,242,138,66,6,0,1,2017-21,109079,15621,128066,28155,99559,34795
25025091700,1905,415750,200275,302000,13,3,6,3371,3249,1575,113600,33.93,3250.5,12,44,3,10,6,1,0,35,0,5,7,18,5,1,22,26,22,26,19,14,11,130,22,148,48,26,23,85,44,0,66.8,196,2020,3203,1549,1654,852,2033,318,208,1311,13,155,0,155,195,526,795,712,965,712,198,184,156,92,47,35,253,165,53,18,12,4,0,1,2017-21,56772,6952,84500,35949,39750,15510
25017356400,1954,675000,231500,465750,7,3,3,7144,2191,1974,210100,41.8,2150.5,11,77,5,32,0,0,0,75,0,6,137,1,0,0,156,163,156,948,56,19,29,980,47,1054,77,948,50,1,113,6,69.7,1131,2020,8136,3814,4322,1960,4506,1670,6437,117,6,865,2,867,43,340,326,2212,3089,2212,783,562,623,177,56,11,877,746,122,8,1,0,0,0,2017-21,164295,15961,183561,26059,106080,48771
25025051200,1905,465562.5,153250,358512.5,5,2,2,1045,1229,2239,130000,44.67,1250.5,13,66,2,15,1,1,0,64,0,4,35,5,2,0,29,29,29,50,6,15,16,312,23,304,68,50,25,61,203,4,65.9,372,2020,3454,1741,1713,489,2730,235,2017,85,1,149,0,149,48,154,1000,706,1607,706,340,157,112,63,18,16,901,518,332,36,13,1,0,1,2017-21,103482,16439,114167,68496,100245,17318
25009206900,1910,230700,140000,113050,4,2,2,9642,1119,2734,36200,20.43,1150.5,9,81,11,23,7,13,2,57,0,9,56,26,13,5,51,56,51,59,32,24,31,354,21,375,87,59,19,21,277,0,61.7,462,2020,4995,2272,2723,991,2796,1208,1766,958,6,168,4,172,53,159,1881,1074,2562,1074,489,265,148,81,54,37,1488,1342,118,14,9,4,0,1,2017-21,17909,5714,41953,22970,14880,4143
25017342201,1902,335000,119950,260432.5,8,2,4,3312.5,1756,2455,61500,24.86,1750.5,9,53,8,24,15,10,0,35,0,12,57,41,13,25,60,63,60,173,40,24,33,442,39,513,65,173,133,80,153,2,67.1,578,2020,6274,3136,3138,1402,4251,621,2012,1101,10,400,0,400,482,577,1692,1443,2064,1443,380,396,351,190,68,58,621,443,115,36,20,4,2,1,2017-21,69734,25003,100000,23572,57500,25263
25023505103,1959,605000,283500,367483.5,7,3,3,20000,2384,2457,115000,21.55,2350.5,11,23,8,42,3,5,1,17,0,5,80,10,4,1,51,53,51,480,16,12,17,485,18,523,25,480,5,0,25,13,68.6,548,2020,2636,1281,1355,550,1510,576,2469,2,0,15,0,15,21,76,53,732,1012,732,325,144,169,67,17,10,280,240,37,1,2,0,0,0,2017-21,188125,72230,174883,71567,0,0
25021408102,1930,319000,190750,250000,6,2,3,16727,1588.5,2177.5,36386,12.92,1600.5,11,43,11,14,9,5,0,53,0,20,55,17,8,1,76,84,76,408,32,8,21,584,25,622,48,408,31,6,161,18,63,670,2020,4932,2389,2543,1080,3162,690,4321,71,9,133,2,135,50,164,182,1347,1895,1347,502,347,317,114,49,18,548,473,65,5,4,1,0,0,2017-21,99907,13443,127625,23372,39583,20909
25017339600,1910,499000,203000,340000,8,2,3,3230,1895,2031.5,109750,32.3,1850.5,10,55,5,17,2,2,0,30,0,9,44,6,4,11,36,36,36,88,22,21,27,375,18,407,56,88,179,30,147,2,72.8,463,2020,5454,2703,2751,524,4374,556,3766,371,7,533,4,537,115,288,370,986,2309,986,464,271,154,65,21,11,1323,612,410,196,76,26,2,1,2017-21,120693,9083,121771,25502,117411,10082
25025110105,1910,425000,260000,297500,6,1,2,1109,1104,2560,95000,31.38,1150.5,14,15,1,14,1,3,0,7,0,5,21,3,3,0,17,18,17,26,6,2,8,274,15,289,16,26,21,17,230,0,65.2,305,2020,2120,999,1121,247,1644,229,1233,158,1,302,2,304,23,120,281,416,981,416,188,113,72,26,10,7,565,326,156,52,21,8,2,0,2017-21,106959,32537,141397,64850,103900,21183
25025120201,1910,465000,287875,340000,5,1,2,1026,1015,2233,118000,33.85,1050.5,14,47,3,15,1,0,0,34,0,5,25,3,1,0,16,17,16,21,6,5,14,487,14,479,47,21,13,29,427,2,59.3,526,2020,4360,2000,2360,574,3368,418,2353,484,8,416,2,418,41,228,828,894,2126,894,457,237,138,37,12,13,1232,750,355,101,23,3,0,0,2017-21,91200,17273,130809,29064,76066,16876
25021417704,1964,399000,145500,210000,5,2,2,0,1195,2573,60500,20.965,1200.5,11,54,2,10,2,1,1,115,0,5,48,9,3,1,25,26,25,85,9,9,18,399,40,419,56,85,42,10,274,1,74.1,475,2020,3689,1823,1866,434,2807,448,1998,218,6,1065,0,1065,41,152,209,822,1818,822,419,214,119,40,13,17,996,766,196,18,14,2,0,0,2017-21,94803,9005,86789,23466,98032,7871
25017382100,1953,492250,250000,388750,7,3,4,13083,1737,1795,115100,27.65,1750.5,9,93,22,33,2,5,0,73,0,27,100,8,5,1,127,127,127,811,56,14,26,769,29,799,95,811,8,0,4,1,65.9,894,2020,5146,2461,2685,1291,2867,988,3991,102,4,588,0,588,37,230,194,1389,1795,1389,465,300,436,133,41,14,406,341,54,4,5,1,0,1,2017-21,138318,12669,140086,11298,82000,18504
25025110501,1920,462500,253125,366625,7,2,3,4400,1596.5,2365.5,107200,26.79,1550.5,10,26,3,10,1,3,0,22,1,6,37,5,4,0,32,39,32,247,9,5,6,433,7,433,27,247,47,10,142,2,65.9,460,2020,3302,1561,1741,664,2141,497,2237,269,4,111,0,111,23,150,508,891,1319,891,385,218,195,55,25,13,428,299,107,18,4,0,0,0,2017-21,116731,26547,155469,40939,84327,34593
25025080300,1899,310250,78000,168982,5.5,2,3,1868,1701,1852,96777,44.16,2150.5,11,47,6,5,1,2,0,34,0,4,14,6,3,5,12,9,12,16,11,14,10,86,11,85,47,16,11,22,38,3,68.9,132,2020,2236,1029,1207,573,1452,211,146,1045,1,80,1,81,33,125,805,515,833,515,176,147,105,54,23,10,318,257,38,11,8,3,1,0,2017-21,41211,15997,0,0,35435,29799
25025060400,1900,535000,321960,392800,5,2,2,1050,1073,1898,128000,33.29,1050.5,13,103,1,32,1,3,0,85,0,14,68,10,5,0,75,84,75,174,13,23,52,951,72,1007,104,174,50,78,775,5,56.8,1111,2020,5195,2377,2818,394,4174,627,4740,27,6,104,0,104,12,125,181,776,2506,776,418,190,111,37,17,3,1730,872,541,221,82,10,2,2,2017-21,147401,27439,154762,45469,146931,50020
25017374000,1980,833000,377750,535950,8,4,4,10927.5,2616,1852.5,283000,45.67,2650.5,13,109,13,49,3,1,0,107,0,21,148,3,1,2,131,136,131,654,30,11,21,733,39,724,110,654,2,0,140,15,65.1,834,2020,4808,2256,2552,1071,2522,1215,3254,63,1,1080,2,1082,12,198,198,1364,1780,1364,563,320,347,102,24,8,416,364,49,3,0,0,0,0,2017-21,160380,29988,169053,43702,25625,18161
25017370301,1925,5e+05,210000,298400,6,2,2,3258,1480,2368.5,88000,22.67,1450.5,9,47,7,24,4,2,0,32,0,9,65,9,2,0,38,38,38,38,12,7,21,455,20,464,51,38,126,49,265,0,73.4,515,2020,4531,2143,2388,614,3127,790,3183,180,2,377,1,378,85,260,443,1012,2079,1012,481,273,180,60,11,7,1067,711,254,69,29,4,0,0,2017-21,99219,12723,112202,31270,76500,37637
25017351203,1900,650000,307500,427500,6,2,3,1372,1371,2149,196000,45.41,1350.5,12,69,1,17,0,0,0,54,0,5,49,0,0,6,35,36,35,66,10,12,29,431,13,424,71,66,94,51,251,0,66.1,495,2020,4631,2277,2354,421,3905,305,3328,133,1,575,0,575,46,231,317,770,1973,770,362,196,148,32,24,8,1203,468,374,236,112,12,0,1,2017-21,139896,23579,146250,38852,138993,28611
25025020101,1899,1004500,487000,3e+05,4,1,2,904,1030,2179.5,219500,32.025,1050.5,15,101,5,107,0,0,0,71,0,7,131,1,0,0,78,71,78,155,4,15,26,955,59,958,101,155,18,9,777,1,66.3,1059,2020,4235,1911,2324,423,3011,801,3643,44,0,210,0,210,25,146,167,850,2400,850,513,159,116,47,11,4,1550,1227,284,31,8,0,0,0,2017-21,158278,44052,250001,0,110865,32753
25017373100,1905,675000,3e+05,434125,7,3,3,7625,1925,1929,94000,20.77,1950.5,11,71,6,31,2,0,1,58,0,8,94,7,1,7,81,81,81,188,12,22,31,604,41,637,73,188,183,20,282,2,66.6,710,2020,5113,2402,2711,979,3290,844,3520,111,3,819,2,821,51,299,308,1208,2081,1208,449,344,281,101,22,11,873,618,189,33,27,6,0,0,2017-21,133945,20844,176813,34877,111852,39989
25017342302,1908.5,391768,142500,318250,9,2,4,3650,2116,2196,1e+05,33.8,2150.5,10,32,3,12,6,3,2,19,0,3,33,17,4,15,28,26,28,67,17,4,14,283,31,311,38,67,131,53,63,1,70.5,349,2020,4548,2261,2287,992,3080,476,1613,603,5,376,0,376,307,418,1226,1071,1532,1071,314,270,247,127,73,40,461,311,102,29,13,4,0,2,2017-21,87688,14019,108706,6581,68615,24143
25017382602,1965,470000,296000,335200,7,2,3,10981,1596,1830,97750,25,1650.5,12,53,18,31,4,2,0,87,0,15,76,12,2,0,98,101,98,569,34,30,25,776,16,825,56,569,8,1,263,9,64.4,881,2020,4770,2232,2538,1026,2509,1235,3547,75,4,693,0,693,90,178,183,1274,2029,1274,526,285,328,98,20,17,755,697,48,8,0,1,1,0,2017-21,98898,17318,152031,29606,24234,1897
25017350701,1915,645000,325500,417000,7,2,3,2970,1891,2058,153000,30.3,1950.5,11,48,7,19,1,0,0,30,0,4,36,0,0,4,32,30,32,16,7,11,11,321,20,322,48,16,120,46,180,0,64.9,370,2020,3000,1440,1560,258,2425,317,2355,60,3,261,1,262,15,121,184,467,1341,467,229,129,78,22,6,3,874,403,245,150,66,5,0,5,2017-21,107132,13773,107163,14376,106818,47852
25025101001,1935,289950,130000,256100,7,2,3,4600,1568,1776,85000,34.75,1550.5,8,58,4,14,14,8,0,49,0,6,25,40,8,5,57,52,57,200,48,22,8,280,13,300,71,200,77,23,37,1,69.8,371,2020,5595,2493,3102,1126,3408,1061,107,4340,8,16,3,19,51,286,784,1414,2161,1414,514,380,251,138,82,49,747,667,51,21,6,0,2,0,2017-21,81218,15912,120265,35668,35276,5125
25025080601,1990,423005,182410,204900,4,1,2,1155,1353,3031.5,127000,61.11,1450.5,12,21,0,2,0,0,0,12,0,2,2,1,0,0,2,2,2,5,0,2,4,54,8,47,21,5,2,8,32,1,79.4,68,2020,4732,2192,2540,300,4215,217,1749,732,5,1263,3,1266,23,270,687,314,1005,314,118,89,60,36,3,8,691,458,107,56,62,7,1,0,2017-21,14590,13222,87155,68873,12199,4485
25017358500,1987,927250,349000,595300,9,3,4,22034,3109,1712,275000,37.89,3150.5,13,103,19,59,1,1,0,94,0,17,149,2,1,0,148,156,148,794,61,29,35,771,42,834,104,794,7,0,113,1,69.8,938,2020,5580,2727,2853,1356,3004,1220,3070,46,9,2023,0,2023,32,232,168,1546,1834,1546,519,366,450,147,53,11,288,249,29,3,1,5,1,0,2017-21,238906,43658,250001,0,65469,41590
25023502102,1974,285000,202000,229761,6,2,3,16846,1600,2250.5,35100,11.91,1650.5,8,47,12,23,22,19,1,41,0,21,75,49,26,3,95,103,95,592,54,17,16,754,38,813,66,592,9,7,224,10,63.1,879,2020,5644,2692,2952,1193,3509,942,4682,219,7,96,1,97,126,288,225,1502,2161,1502,537,386,329,177,39,34,659,525,114,13,4,1,0,2,2017-21,96369,15554,111250,22800,21339,14775
25021420101,1956,267000,175000,227400,6,2,3,10400,1260,2095,37000,15.31,1250.5,9,33,8,14,22,19,1,40,0,17,47,53,24,1,77,77,77,504,61,18,27,483,22,564,47,504,34,2,53,6,66.9,611,2020,4698,2239,2459,881,3029,788,1270,1796,16,781,0,781,76,231,528,1188,1599,1188,386,318,262,126,60,36,411,316,73,15,3,1,1,2,2017-21,109221,18023,102841,44743,110846,11099
25017368800,1940,450000,176000,332000,6,2,3,4784,1804,1886,99000,28.205,1850.5,12,70,10,26,2,0,2,57,0,12,86,4,1,9,56,61,56,217,17,13,32,492,25,509,70,217,69,12,193,4,67.2,579,2020,6169,3051,3118,969,4035,1165,3191,378,10,861,4,865,80,225,1420,1302,2664,1302,576,289,273,95,42,27,1362,1028,266,44,18,4,1,1,2017-21,102008,18611,127842,36284,89306,18845
25021417300,1987,359000,283000,189000,4,2,2,0,1170,2937.5,55444,17.04,1150.5,14,22,4,29,6,3,0,46,0,8,71,17,3,0,51,55,51,4,17,16,30,780,42,859,26,4,1,0,869,0,66,885,2020,3660,1657,2003,185,2231,1244,2662,182,2,565,0,565,20,90,139,759,2140,759,538,114,70,26,5,6,1381,1147,213,14,6,0,1,0,2017-21,111420,26090,122740,38352,111278,35257
25017330101,1984,550000,315000,394250,7,3,3,38551,2152,2197.5,85100,17.5,2150.5,10,22,3,20,8,0,0,19,0,3,80,17,0,1,52,54,52,431,13,15,17,511,15,545,26,431,2,0,121,11,67.8,571,2020,3811,1911,1900,890,2314,607,3468,7,2,114,0,114,12,109,99,1077,1258,1077,369,222,334,104,38,10,181,131,42,2,4,2,0,0,2017-21,162292,26636,165368,26359,0,0
25021404100,1950,960687.5,495250,671000,8,4,4,14460,2780,2053,192500,24.615,2850.5,13,63,26,17,2,1,0,54,0,26,69,6,1,0,96,97,96,608,39,10,20,563,30,597,65,608,12,0,9,17,64.7,662,2020,4456,2107,2349,1312,2442,702,2958,102,0,857,0,857,5,202,332,1207,1443,1207,393,259,326,168,41,20,236,187,40,8,0,0,0,1,2017-21,250001,0,250001,0,47303,42285
25025100601,1915,346000,203900,267235,5,2,3,1196,1188,2204,82250,31.515,1150.5,10,57,4,14,6,9,0,49,0,10,39,21,14,0,71,68,71,118,35,25,28,574,33,633,62,118,100,52,409,0,60.9,695,2020,5342,2586,2756,1020,3697,625,2095,1100,8,1075,0,1075,117,355,592,1235,2099,1235,465,314,273,93,50,40,864,585,194,51,26,4,0,4,2017-21,99207,15680,97583,10967,109188,24902
25017332401,1966,460000,185000,349635,7,3,3,20721,2195,1506.5,133000,33.21,2250.5,12,46,9,23,4,1,0,41,0,13,67,5,2,0,53,54,53,284,16,8,18,312,10,317,47,284,1,1,29,5,65.4,364,2020,2466,1162,1304,426,1359,681,1919,53,2,321,0,321,10,57,104,621,787,621,201,157,159,64,25,15,166,135,25,3,1,2,0,0,2017-21,128125,48762,135938,28012,0,0
25025100300,1910,355000,170970,281050,9,3,5,4300,2610,996.5,133500,48.585,2650.5,10,55,12,18,10,6,0,45,0,15,31,28,8,20,70,63,70,69,37,22,24,220,12,252,63,69,76,73,41,5,60.6,315,2020,3737,1706,2031,905,2313,519,128,2505,10,98,0,98,56,290,650,919,1238,919,298,239,192,99,59,32,319,244,55,14,5,0,0,1,2017-21,65417,33392,94792,52316,34207,6144
25009206600,1900,273602,168000,210000,7,2,3,4413,1748,1939,54379,27.61,1750.5,10,51,15,30,21,14,0,51,0,26,65,49,15,4,90,89,90,244,60,23,18,519,31,585,66,244,144,63,159,0,60.1,651,2020,5116,2445,2671,1060,3173,883,2110,526,0,304,0,304,83,242,1851,1156,2031,1156,459,256,209,141,56,35,875,731,118,14,8,3,1,0,2017-21,65436,11296,94393,11951,50115,11065
25017356300,1926,529000,2e+05,375000,6,2,3,2919,1738,1885,92250,24.39,1750.5,10,54,4,21,2,2,0,43,0,8,71,5,3,0,85,84,85,160,25,20,18,618,26,651,56,160,160,9,361,0,67.8,707,2020,5332,2569,2763,1153,3510,669,3591,241,0,857,0,857,49,286,308,1359,2348,1359,556,383,312,76,26,6,989,779,170,29,8,2,1,0,2017-21,94476,9079,130128,25935,80089,27982
